Mês,Sexo,Idade,Escolaridade,Bairro de Origem,Distrito,Referência,Local de Atendimento,Programa Vinculado,Tipo de Atendimento
Maio,Feminino,34,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,23,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,47,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,43,Fundamental Completo,Situação de Rua,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,32,Médio Incompleto,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,42,Fundamental Incompleto,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,63,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,48,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,46,Fundamental Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,44,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,39,Médio Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,27,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,55,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,39,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,72,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,35,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,62,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,21,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,6,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,56,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,20,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,82,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,72,Fundamental Completo,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,32,Fundamental Completo,Vale do Paraíso,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,21,Médio Incompleto,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,24,Superior Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,57,Não Escolarizado,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,42,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,20,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,41,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,66,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,44,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,57,Fundamental Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,39,Médio Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,55,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,42,Fundamental Incompleto,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,64,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,62,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,46,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,37,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,56,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,62,Fundamental Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,64,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,57,Não Escolarizado,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,49,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,73,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,32,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,74,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,52,Médio Completo,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,42,Médio Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,46,Fundamental Incompleto,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,47,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,41,Fundamental Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,37,Superior Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,52,Fundamental Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,72,Fundamental Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,18,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,66,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,22,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,23,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,52,Fundamental Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,41,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,34,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,32,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,25,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,41,Superior Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,18,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,52,Médio Completo,Golf,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,48,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,23,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,33,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,37,Superior Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,39,Médio Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,58,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,72,Fundamental Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,66,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,52,Fundamental Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,28,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,45,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,41,Médio Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,18,Médio Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,22,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,42,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,36,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,22,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,41,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,45,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,33,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,30,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,56,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,62,Fundamental Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,42,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,59,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,41,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,47,Fundamental Incompleto,Jardim Serrano,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,31,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,31,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,57,Médio Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Superior Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,52,Superior Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,43,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,30,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,40,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,52,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,23,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,83,Não Escolarizado,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,66,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,23,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,33,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,22,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,66,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,30,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,60,Fundamental Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,73,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,59,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,69,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,58,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,31,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,39,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,57,Não Escolarizado,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,52,Superior Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,34,Superior Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,58,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,77,Não Escolarizado,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,29,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,38,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,41,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,54,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,76,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,80,Não Escolarizado,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,61,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,63,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,54,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,30,Médio Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,67,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,26,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,46,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,30,Médio Completo,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,64,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,41,Superior Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,51,Superior Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,54,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,55,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,37,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,36,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,29,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,61,Fundamental Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,41,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,25,Médio Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,42,Fundamental Incompleto,Ermitagem,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,37,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,44,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,42,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,38,Superior Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,36,Médio Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,38,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,29,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,56,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,51,Superior Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,48,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,40,Médio Completo,Espanhol,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,51,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,34,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,77,Não Escolarizado,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,77,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,78,Fundamental Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,67,Médio Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,58,Fundamental Incompleto,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,26,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,51,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,29,Médio Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,18,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,55,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,56,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,43,Superior Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,49,Superior Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,51,Superior Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,43,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,21,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,26,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Superior Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,46,Superior Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,60,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,35,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,43,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Superior Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,46,Fundamental Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,43,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,36,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,39,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,37,Fundamental Completo,Meudon,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,43,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,58,Fundamental Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,29,Superior Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Masculino,32,Médio Completo,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,32,Superior Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,70,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,48,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,72,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,37,Fundamental Completo,Salaco,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,44,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,44,Fundamental Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,46,Superior Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,30,Superior Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,20,Superior Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,43,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,63,Fundamental Incompleto,Quebra Frascos,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,37,Superior Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,25,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,22,Médio Completo,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,34,Médio Incompleto,Caleme,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,72,Médio Completo,Posse,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,63,Fundamental Incompleto,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,45,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,25,Médio Completo,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,48,Médio Completo,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,51,Médio Completo,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,24,Médio Incompleto,Barra do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,25,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,26,Médio Completo,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,64,Fundamental Incompleto,Granja Florestal,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,74,Fundamental Incompleto,Jardim Feo,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Médio Incompleto,Parque do Imbuí,1,CRAS Barra,CRAS Barra,Público Geral,Assistente Social
Maio,Feminino,34,Médio Completo,Pimenteiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,27,Médio Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Masculino,61,Fundamental Incompleto,Cascata do Imbuí ,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,81,Fundamental Incompleto,Vila Muqui,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,67,Superior Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
Maio,Feminino,56,Fundamental Incompleto,Paineiras,1,CRAS Barra,CRAS Barra,Público Geral,Cadastro Único
